256,80,30361,5,4,0:0:0:0:
328,32,30549,1,0,0:0:0:0:
256,0,30736,1,4,0:0:0:0:
184,32,30924,1,0,0:0:0:0:
72,128,31299,1,4,0:0:0:0:
24,272,31674,1,0,0:0:0:0:
104,272,31861,1,4,0:0:0:0:
64,344,32049,1,0,0:0:0:0:
144,344,32236,1,0,0:0:0:0:
256,216,32986,5,10,0:0:0:0:
256,136,33174,1,0,0:0:0:0:
216,32,33361,1,4,0:0:0:0:
296,32,33548,1,0,0:0:0:0:
432,96,33923,1,0,0:0:0:0:
472,240,34298,1,4,0:0:0:0:
368,344,34673,5,0,0:0:0:0:
143,343,35048,1,0,0:0:0:0:
362,344,35423,5,0,0:0:0:0:
328,272,35611,1,10,0:0:0:0:
256,240,35798,1,0,0:0:0:0:
184,272,35986,1,10,0:0:0:0:
176,64,36361,5,4,0:0:0:0:
16,64,36736,1,4,0:0:0:0:
96,208,37111,1,8,0:0:0:0:
96,208,37298,1,4,0:0:0:0:
336,384,37861,5,4,0:0:0:0:
296,312,38048,1,0,0:0:0:0:
216,312,38236,1,4,0:0:0:0:
176,384,38423,1,0,0:0:0:0:
256,384,38611,1,10,0:0:0:0:
256,208,38986,1,10,0:0:0:0:
336,64,39361,5,4,0:0:0:0:
496,64,39736,1,4,0:0:0:0:
416,208,40111,1,8,0:0:0:0:
416,208,40298,1,4,0:0:0:0:
448,384,40861,5,4,0:0:0:0:
320,176,41423,1,0,0:0:0:0:
256,224,41611,1,2,0:0:0:0:
192,272,41798,1,0,0:0:0:0:
64,176,42173,1,0,0:0:0:0:
428,119,43111,1,0,0:0:0:0:
178,372,43861,5,4,0:0:0:0:
128,224,44236,1,2,0:0:0:0:
88,64,44611,1,0,0:0:0:0:
448,144,45361,1,0,0:0:0:0:
368,120,45548,1,0,0:0:0:0:
64,144,46111,1,2,0:0:0:0:
0,192,46298,1,0,0:0:0:0:
0,272,46486,1,2,0:0:0:0:
64,384,46861,5,4,0:0:0:0:
192,176,47423,1,0,0:0:0:0:
256,224,47611,1,2,0:0:0:0:
320,272,47798,1,0,0:0:0:0:
448,176,48173,1,0,0:0:0:0:
84,119,49111,1,0,0:0:0:0:
334,372,49861,5,4,0:0:0:0:
384,224,50236,1,2,0:0:0:0:
424,64,50611,1,0,0:0:0:0:
64,144,51361,1,0,0:0:0:0:
144,120,51548,1,0,0:0:0:0:
448,144,52111,1,2,0:0:0:0:
512,192,52298,1,0,0:0:0:0:
512,272,52486,1,2,0:0:0:0:
256,384,52861,5,4,0:0:0:0:
216,312,53048,1,0,0:0:0:0:
296,312,53236,1,6,0:0:0:0:
256,168,53611,1,2,0:0:0:0:
168,8,53986,1,8,0:0:0:0:
344,8,54361,1,4,0:0:0:0:
176,112,65798,5,0,0:0:0:0:
336,112,66173,1,0,0:0:0:0:
384,48,66361,1,4,0:0:0:0:
256,0,66736,1,4,0:0:0:0:
128,48,67111,1,12,0:0:0:0:
48,224,67486,1,0,0:0:0:0:
80,296,67673,1,0,0:0:0:0:
144,344,67861,1,0,0:0:0:0:
256,192,68611,1,12,0:0:0:0:
216,16,69173,5,0,0:0:0:0:
296,16,69361,1,4,0:0:0:0:
352,144,69736,1,4,0:0:0:0:
488,168,70111,1,8,0:0:0:0:
488,248,70298,1,4,0:0:0:0:
440,312,70485,1,0,0:0:0:0:
368,344,70673,1,0,0:0:0:0:
184,272,71236,5,4,0:0:0:0:
256,240,71423,1,0,0:0:0:0:
328,272,71611,1,8,0:0:0:0:
256,128,71986,1,8,0:0:0:0:
160,0,72361,5,4,0:0:0:0:
0,0,72736,1,4,0:0:0:0:
80,144,73111,1,8,0:0:0:0:
80,144,73298,1,4,0:0:0:0:
336,240,73861,5,4,0:0:0:0:
296,312,74048,1,0,0:0:0:0:
216,312,74236,1,4,0:0:0:0:
176,384,74423,1,0,0:0:0:0:
256,384,74611,1,10,0:0:0:0:
256,240,74986,1,10,0:0:0:0:
352,0,75361,5,4,0:0:0:0:
512,0,75736,1,4,0:0:0:0:
432,144,76111,1,8,0:0:0:0:
432,144,76298,1,4,0:0:0:0:
64,384,76861,5,4,0:0:0:0:
192,176,77423,1,0,0:0:0:0:
256,224,77611,1,2,0:0:0:0:
320,272,77798,1,0,0:0:0:0:
448,176,78173,1,0,0:0:0:0:
84,119,79111,1,0,0:0:0:0:
334,372,79861,5,4,0:0:0:0:
384,224,80236,1,2,0:0:0:0:
424,64,80611,1,0,0:0:0:0:
56,144,81361,1,0,0:0:0:0:
136,168,81548,1,0,0:0:0:0:
440,216,82111,1,2,0:0:0:0:
376,264,82299,1,0,0:0:0:0:
312,312,82486,1,2,0:0:0:0:
448,384,82861,5,4,0:0:0:0:
320,176,83423,1,0,0:0:0:0:
256,224,83611,1,2,0:0:0:0:
192,272,83798,1,0,0:0:0:0:
64,176,84173,1,0,0:0:0:0:
428,119,85111,1,0,0:0:0:0:
178,372,85861,5,4,0:0:0:0:
128,224,86236,1,2,0:0:0:0:
88,64,86611,1,0,0:0:0:0:
456,144,87361,1,0,0:0:0:0:
376,168,87548,1,0,0:0:0:0:
72,216,88111,1,2,0:0:0:0:
136,264,88299,1,0,0:0:0:0:
200,312,88486,1,2,0:0:0:0:
64,384,88861,5,4,0:0:0:0:
256,224,89423,1,0,0:0:0:0:
216,152,89611,1,2,0:0:0:0:
296,152,89798,1,0,0:0:0:0:
424,64,90173,1,0,0:0:0:0:
0,240,91111,1,0,0:0:0:0:
216,320,91673,1,0,0:0:0:0:
296,320,91861,5,4,0:0:0:0:
400,232,92236,1,2,0:0:0:0:
512,144,92611,1,0,0:0:0:0:
256,152,93361,1,4,0:0:0:0:
296,80,93548,5,2,0:0:0:0:
336,152,93736,1,0,0:0:0:0:
296,224,93923,1,2,0:0:0:0:
216,224,94111,1,6,0:0:0:0:
176,152,94298,1,0,0:0:0:0:
216,80,94486,1,2,0:0:0:0:
0,128,94861,1,0,0:0:0:0:
256,384,95611,5,4,0:0:0:0:
256,304,95798,1,0,0:0:0:0:
104,200,96173,1,0,0:0:0:0:
200,136,96736,1,0,0:0:0:0:
256,192,96923,1,2,0:0:0:0:
312,136,97111,1,6,0:0:0:0:
368,80,97298,1,0,0:0:0:0:
424,24,97486,1,2,0:0:0:0:
512,128,97861,5,0,0:0:0:0:
256,384,98611,1,4,0:0:0:0:
256,304,98798,1,0,0:0:0:0:
408,200,99173,1,0,0:0:0:0:
312,136,99736,1,2,0:0:0:0:
256,192,99923,1,0,0:0:0:0:
200,136,100111,1,6,0:0:0:0:
144,80,100298,1,0,0:0:0:0:
88,24,100486,1,2,0:0:0:0:
256,0,100861,5,4,0:0:0:0:
312,136,101423,1,0,0:0:0:0:
256,192,101611,1,4,0:0:0:0:
200,248,101798,1,0,0:0:0:0:
80,136,102173,1,0,0:0:0:0:
8,176,102361,1,0,0:0:0:0:
424,64,103861,5,0,0:0:0:0:
88,64,104423,1,0,0:0:0:0:
424,65,104986,1,0,0:0:0:0:
256,128,105361,1,2,0:0:0:0:
